Unnamed__0,id_evento,fecha_reportada,comuna,provincia,region,ubicacion_tipo,rural,evento_tipo_maceda,evento_especifico,actor_tipo_1,actor_especifico_1,actor_especifico_1_armas,actor_tipo_2,actor_mapuche,mapuche_identificado,confrontacion,iniciador,descripcion,mercurio,mella,osal,ciudadano,biobio,mesn,fecha
1349,2008148,LA FECHA SE ESPECIFICA,COLLIPULLI,MALLECO,ARAUCANIA,NO ESPECIFICADO,RURAL,COERCION,ARRESTO,ESTADO,CARABINEROS,NO SE MENCIONA,ORGANIZACION NO MAPUCHE - OTROS,NO HAY ACTORES MAPUCHE,NO,NO,ACTOR 1,"DOS PERIODISTAS FRANCESES FUERON DETENIDOS MIENTRAS FILMABAN A UN WERKÉN, LA POLICÍA REQUISÓ LOS EQUIPOS DE FILMACIÓN, ASÍ COMO LAS CINTAS QUE CONTENÍAN EL TRABAJO REALIZADO HASTA ESE MOMENTO",NO,NO,SI,NO,NO,3,2008-03-17
123,1995002,LA FECHA NO SE ESPECIFICA,LUMACO,MALLECO,ARAUCANIA,FUNDO,RURAL,COERCION,DESALOJO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 2,"UN PIQUETE DE CARABINEROS DESALOJO EL FUNDO LOS CORRALES OCUPADO POR UN GRUPO DE INDIGENAS, LOS CUALES AL VER A CARABINEROS PRENDIERON DOS CARRETAS CARGADAS CON TRIGO",SI,NO,NO,NO,NO,2,1995-02-21
1014,2004028,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,INSTALACIONES PUBLICAS,RURAL,COERCION,CONDENA JUDICIAL,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"7 MAPUCHE DE LA COMUNIDAD DE CHEQUENCO FUERON CONDENADOS A 541 DIAS DE PRISION Y A PAGAR $2 MILLONES POR ROBAR SACOS, Y QUEMAR TRES CASAS.",SI,NO,SI,NO,NO,1,2004-01-21
1206,2007072,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,COMUNIDAD MAPUCHE,RURAL,COERCION,ALLANAMIENTO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,FUERZAS ESPECIALES DE CARABINEROS RODEA LA COMUNIDAD TEMUCUICUI EN UNA BUSQUEDA INTENSIVA DE UN EX-SUBSERSIVO QUE PARTICIPÓ EN EL ASALTO DONDE MURIÓ UN CABO.,NO,NO,SI,NO,NO,12,2007-12-16
670,2001075,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,FORESTAL,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"MIEMBROS DE LAS COMUNIDADES FELIPE CARILAF, JUAN ANTIPI, MANUEL LEVIN, JOSE ANIIR Y COILLA NAHUELÑIR OCUPARON FUNDOS DE LA FORESTAL MILLALEMU EN TEMUCO Y GALVARINO",SI,NO,NO,NO,NO,1,2001-01-12
4044,2020351,LA FECHA SE ESPECIFICA,LUMACO,MALLECO,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,SE REALIZA OCUPACION PACIFICA DE MUNICIPALIDAD DE LUMACO POR DIFERENTES COMUNIDADES MAPUCHE DE LA ZONA EN RECHAZO A LA NEGATIVA DEL SENADO SOBRE LOS ESCAÑOS RESERVADOS,NO,NO,NO,NO,SI,11,2020-11-09
1902,2012080,LA FECHA SE ESPECIFICA,CONTULMO,ARAUCO,BIO-BIO,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,SI,ACTOR 1,VIOLENTISTAS QUEMAN CABAÑA DE VERANO EN SECTOR DE PUERTO CHOQUE,SI,NO,NO,NO,NO,5,2012-05-21
2667,2017039,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,CARCEL,URBANO,PROTESTA,HUELGA DE HAMBRE LIQUIDA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,8 ACUSADOS DE LA MUERTE DE UN MATRIMONIO EN 2013 RADICALIZARON SU MANIFESTACION DE HUELGA DE HAMBRE E INICIARON UNA HUELGA DE HAMBRE LIQUIDA,NO,NO,NO,SI,SI,5,2017-05-29
789,2001194,LA FECHA NO SE ESPECIFICA,VICTORIA,MALLECO,ARAUCANIA,AUTOPISTA,URBANO,PROTESTA,BLOQUEO DE CAMINO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN MILLAR DE MAPUCHE CORTA LA RUTA 5 SUR A LA ALTURA DE VICTORIA EN PROTESTA POR LAS DETENCIONES EN LA MARCHA.,NO,NO,SI,NO,NO,7,2001-07-25
3101,2018217,LA FECHA SE ESPECIFICA,SANTIAGO,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA VIOLENTA,MANIFESTANTES,ALBOROTADORES,NO SE MENCIONA,ESTADO,NO HAY ACTORES MAPUCHE,NO,SI,ACTOR 1,"SE REGISTRARON INCIDENTES LUEGO DE UNA MANIFESTACION PACIFICA QUE SE REALIZABA EN EL FRONTIS DE LA CASA CENTRAL DE LA UNIVERSIDAD DE CHILE, CARABINEROS UTILIZO EL CARRO LANZAAGUA Y BOMBAS LACRIMOGENAS",NO,NO,NO,NO,SI,11,2018-11-21
3919,2020224,LA FECHA SE ESPECIFICA,ANGOL,MALLECO,ARAUCANIA,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA VIOLENTA,MANIFESTANTES,ALBOROTADORES,ELEMENTOS INCENDIARIOS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,ALBOROTADORES QUE SE DESCOLGARON DE LA MANIFESTACION PACIFICA QUE SE REALIZABA EN ANGOL QUEMARON UNA BANDERA CHILENA QUE SE ENCONTRABA EN EL LUGAR,SI,NO,NO,NO,NO,7,2020-07-20
2885,2017270,LA FECHA SE ESPECIFICA,PADRE LAS CASAS,CAUTIN,ARAUCANIA,IGLESIA,RURAL,ATAQUE,ATAQUE INCENDIARIO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,ELEMENTOS INCENDIARIOS,ORGANIZACION NO MAPUCHE - IGLESIA,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,MIEMBROS DE LA ORGANIZACIÓN WAM REALIZARON UN ATAQUE INCENDIARIO A UNA IGLESIA EVANGELICA EN PADRE LAS CASAS,SI,NO,NO,NO,NO,7,2017-07-27
3967,2020273,LA FECHA SE ESPECIFICA,LONQUIMAY,MALLECO,ARAUCANIA,FUNDO,RURAL,COERCION,DESALOJO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 2,"SE REALIZA DESALOJO POR PARTE DE CARABINEROS A COMUNIDAD MAPUCHE EN FUNDO LA FUSTA, SE QUEMARON 15 RUCAS.",NO,NO,NO,NO,SI,1,2020-01-15
2419,2016022,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FORESTAL,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"TRES ENCAPUCHADOS ARMADOS QUEMARON UN CAMION Y LE DISPARARON A OTRO A 200 METROS DEL FUNDO ARRATIA EN LA COMUNA DE ERCILLA, EN EL LUGAR DEJARON UN LIENZO QUE DECIA LIBERTAD PUEBLO MAPUCHE",,,SI,NO,"NO,NO,NO",1,2016-01-30
3340,2019026,LA FECHA SE ESPECIFICA,VALPARAISO,VALPARISO,VALPARAISO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"EN VALPARAISO SE REALIZO UNA MARCHA CONVOCADA POR DIVERSOS REPRESENTANTES DE LOS PUEBLOS ORIGINARIOS. LA MANIFESTACION PACIFICA TUVO COMO FIN LLAMAR A LA REFLEXION SOBRE TEMAS COMO, EL DERECHO AL AGUA, LOS PRESOS POLITICOS MAPUCHE, RECHAZO AL TPP11, CONVENIO 169 OIT Y LA EDUCACION INTERCULTURAL.",NO,NO,NO,NO,SI,11,2019-11-02
1995,2013059,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,COMUNIDAD MAPUCHE,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE CAPITAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN GRUPO DE DESCONOCIDOS PRESUMIBLEMENTE DE LA COMUNIDAD TEMUCUICUI PERCUTO UN DISPARO CONTRA UN HELICOPTERO QUE RECARGABA AGUA EN UNA LAGUNA PARA COMBATIR UN INCENDIO,SI,NO,NO,NO,NO,12,2013-12-29
3926,2020231,LA FECHA SE ESPECIFICA,LUMACO,MALLECO,ARAUCANIA,NO ESPECIFICADO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE CAPITAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"DOS CAMIONES MADEREROS FUERON QUEMADOS EN LUMACO, EN EL MARCO DE LA VISITA DEL MINISTRO DEL INTERIOR A LAS REGIONES DE LA ARAUCANIA Y BIO BIO",SI,NO,NO,NO,SI,9,2020-09-24
1548,2009182,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,COERCION,ALLANAMIENTO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"50 EFECTIVOS DE FUERZAS ESPECIALES DE CAUTIN PROCEDEN A ALLANAR EL HOGAR PELONTUWE, RECINTO ESTUDIANTIL MAPUCHE, PARA INCAUTAR PRUEBAS QUE SE VINCULARAN CON UN RECIENTE ATENTADO INCENDIARIO EN LA ZONA, ADEMÀS DE LLEVAR UNA ORDEN DE ARRESTO.",NO,NO,SI,NO,NO,2,2009-02-04
3292,2018423,LA FECHA SE ESPECIFICA,SANTIAGO,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,PROTESTA,BLOQUEO DE CAMINO,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,NO HAY ACTORES MAPUCHE,NO,NO,ACTOR 1,EN EL SECTOR DE PLAZA ITALIA UN GRUPO DE PERSONAS SE MANIFESTO BLOQUEANDO LA CALZADA EN PROTESTA POR UN MAPUCHE ASESINADO POR EL COMANDO JUNGLA EN 14-11-2018,SI,NO,NO,NO,NO,11,2018-11-21
2886,2017271,LA FECHA SE ESPECIFICA,SANTIAGO,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA VIOLENTA,MANIFESTANTES,ALBOROTADORES,ELEMENTOS INCENDIARIOS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"SE REALIZO UNA MARCHA EN APOYO A LOS COMUNEROS MAPUCHE PRESOS POR LA QUEMA DE UN TEMPLO EVANGELICO, ALBOROTADORES REALIZARON BARRICADAS Y ATACARON BUSES DEL TRANSANTIAGO",SI,NO,NO,NO,NO,9,2017-09-28
3781,2020086,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,COERCION,CONDENA JUDICIAL,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"EL TRIBUNAL ORAL DE TEMUCO DECLARA CULPABLE A COMUNERO MAPUCHE DETENIDO Y QUE ESTA SIENDO PROCESADO POR LOS DELITOS DE ROBO CON INTIMIDACION, PORTE ILEGAL DE ARMAS DE FUEGO, PORTE DE MUNICIONES E INCENDIO, ESTO EN EL MARCO DEL ATAQUE INCENDIARIO EN CONTRA DEL FUNDO OYAMA, DONDE RESULTO HERIDO Y FUE DETENIDO. LA CONDENA DICTADA POR EL TRIBUNAL ORAL DE TEMUCO SON MAS DE 16 AÑOS DE CARCEL PARA EL COMUNERO DE LA CAM, DECLARADO CULPABLE DE ROBO CON INTIMIDACION (5 AÑOS), PORTE ILEGAL DE ARMAS Y MUNICIONES (3 AÑOS Y UN DIA) E INCENDIO (7 AÑOS)",SI,NO,NO,NO,NO,1,2020-01-08
1571,2009205,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,COERCION,ALLANAMIENTO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,UN GRUPO DE LA PDI ARMADOS ALLANAN EL HOGAR MAPUCHE PELENTUWE PARA BUSCAR A UN EX PRESIDENTE.,NO,NO,SI,NO,NO,6,2009-06-20
501,2000039,LA FECHA SE ESPECIFICA,COLLIPULLI,MALLECO,ARAUCANIA,FORESTAL,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE VIOLENTISTAS ARMADOS Y ENCAPUCHADOS EMBOSCO, DISPARO E HIRIO A CUATRO BRIGADISTAS DE LA EMPRESA FORESTAL MININCO Y LUEGO INCENDIARON LA CAMIONETA EN LA QUE VIAJABAN, ESTO COINCIDE CON LA LIBERACION DE VOCERO DE LA CAM",SI,NO,NO,NO,NO,8,2000-08-20
2115,2014067,LA FECHA NO SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,CAMINO,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,DESCONOCIDOS ATACARON A CARABINEROS EN EL CAMINO PUBLICO HACIA COLLICO,SI,NO,NO,NO,NO,10,2014-10-26
1021,2004035,LA FECHA SE ESPECIFICA,CAÑETE,ARAUCO,BIO-BIO,INSTALACIONES PUBLICAS,URBANO,COERCION,ACUSACION JUDICIAL,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 2,"GOBERNADOR PRESENTA QUERELLA POR INCENDIO Y DAÑOS CALIFICADOS, TRAS SINIESTRO QUE DESTRUYÓ MAQUINARIA FORESTAL DEL PROPIEDAD DE LA EMPRESA VOLTERRA, EN EL FUNDO LLEU LLEU, SE SEÑALA QUE NO EXISTEN ANTECEDENTES QUE VINCULEN EL HECHO CON COMUNIDADES MAPUCHE.",SI,NO,NO,NO,NO,6,2004-06-09
877,2002079,LA FECHA NO SE ESPECIFICA,GALVARINO,CAUTIN,ARAUCANIA,FUNDO,RURAL,COERCION,DESALOJO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,UN GRUPO DE CARABINEROS MAS EL APOYO DE UN HELICOPTERO DESALOJARON A LOS 20 OCUPANTES DEL FUNDO SANTA LAURA,SI,NO,SI,NO,NO,2,2002-02-20
2024,2013091,LA FECHA NO SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,CAMINO,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"ENCAPUCHADOS EMBOSCAN Y DISPARAN A BUS CON 24 TRABAJADORES FORESTALES EN TIRUA, BUS QUEDO CON DAÑOS SEGÚN SEÑALA DUEÑO Y CONDUCTOR, ADEMAS DOS TRABAJADORES TERMINARON CON LESIONES LEVES POR REBOTE DE PERDIGONES",SI,NO,NO,NO,NO,12,2013-12-19
3636,2019335,LA FECHA SE ESPECIFICA,CONTULMO,ARAUCO,BIO-BIO,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,COMUNIDAD,,,OTROS PRIVADOS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"UN INCENDIO AFECTO A LA CASA DE UN LONKO EN LA COMUNA DE CONTULMO, EN EL LUGAR NO SE ENCONTRARON INDICIOS DE INTENCIONALIDAD PERO NO SE TINE CLARO EL ORIGEN Y SE MANTIENE EN INVESTIGACION YA QUE EN LA ZONA HAN OCURRIDO ATENTADOS EN LOS ULTIMOS DIAS",SI,NO,NO,NO,NO,9,2019-09-09
348,1999118,LA FECHA SE ESPECIFICA,PUCON,CAUTIN,ARAUCANIA,CAMINO,RURAL,PROTESTA,BLOQUEO DE CAMINO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,MIEMBROS DE LA COMUNIDAD HUENUN-LLANCO OCUPARON EL CAMINO QUE UNE LAS TERMAS DE PALGUIN CON CATRIPULLI EN PUCON,SI,NO,NO,NO,NO,12,1999-12-09
3336,2019022,LA FECHA SE ESPECIFICA,LAUTARO,CAUTIN,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,COERCION,CONDENA JUDICIAL,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"A CUATRO AÑOS Y UN DIA DE PRESIDIO FUE CONDENADO EL COMUNERO MAPUCHE QUE EN OCTUBRE DE 2018 ATACO A CARABINEROS, TRAS SER DECLARADO CULPABLE DE PORTE ILEGAL DE ARMA DE FUEGO Y QUEDAR ABSUELTO DE LAS ACUSACIONES POR DISPARO INJUSTIFICADO, ADEMAS DE HOMICIDIO FRUSTRADO A CARABINEROS DE SERVICIO.",NO,NO,NO,NO,SI,10,2019-10-02
1936,2012114,LA FECHA SE ESPECIFICA,FREIRE,CAUTIN,ARAUCANIA,FUNDO,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"MIEMBROS DE LA ORGANIZACIÓN AYUN MAPU INGRESARON A UN PREDIO A REALIZAR LA DEMARCACION DE TERRENOS A TRAVES DE LA INSTALACION DE CHEMAMULL, FIGURAS DE MADERA. CARABINEROS INTERRUMPIO LA ACTIVIDAD Y DESALOJANDO PACIFICAMENTE EL LUGAR",NO,NO,NO,NO,SI,8,2012-08-25
2662,2017033,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,COMUNIDAD MAPUCHE,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ARMAS DE FUEGO,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,"CARABINEROS LLEGO HASTA LA COMUNIDAD CUÑIMIL CURILEO REALIZANDO UNA DILIGENCIA POLICIAL POR EL ROBO DE UNA CAMIONETA, AL INGRESAR A LA COMUNIDAD CARABINEROS FUE ATACADO CON ARMAMENTO DESDE DOMICILIOS Y BOSQUES CERCANOS. DEJANDO UN VEHICULO DEL GOPE Y UNA VIVIENDA DE LA COMUNIDAD CON IMPACTOS DE BALA. CARABINEROS HIZO USO DE ARMAMENTO Y GASES PARA REPELER EL ATAQUE",SI,NO,NO,NO,SI,11,2017-11-07
2639,2017009,LA FECHA NO SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"UN GRUPO DE ENCAPUCHADOS ARMADOS SUSTRAJERON CUATRO TRACTORES Y UNA CAMIONETA DEL FUNDO PALERMO, SE INDICA QUE LOS DESCONOCIDOS GOLPEARON Y MANIATARON A LAS PERSONAS QUE SE ENCONTRABAN EN EL LUGAR",SI,NO,NO,NO,SI,6,2017-06-03
3109,2018225,LA FECHA SE ESPECIFICA,CURANILAHUE,ARAUCO,BIO-BIO,FORESTAL,RURAL,ATAQUE,ATAQUE INCENDIARIO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"DESCONOCIDOS INGRESARON A UN PREDIO DONDE HABIA MAQUINARIA DE LA FORESTAL COÑARIPE, DONDE LUEGO DE AMENAZAR AL CUIDADOR CON ARMAS DE FUEGO QUEMARON MAQUINARIA QUE HABIA EN EL LUGAR. EN EL LUGAR SE ENCONTRO UN PANFLETO ALUSIVO A LA CAUSA MAPUCHE FIRMADO POR LA CAM",NO,NO,NO,SI,SI,11,2018-11-22
3783,2020088,LA FECHA SE ESPECIFICA,CONTULMO,ARAUCO,BIO-BIO,NO ESPECIFICADO,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,OTROS PRIVADOS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"DESCONOCIDOS QUE ATACARON UN CAMION EN CONTULMO, AL MOMENTO DE HUIR DEL LUGAR ABORDARON AL CONDUCTOR DE UNA CAMIONETA, A QUIEN SEGÚN DECLARACIONES FUE DERECHAMENTE SECUESTRADO Y LUEGO ABANDONAD A UN COSTADO DE LA RUTA SIN LESIONES.",SI,NO,NO,NO,NO,3,2020-03-07
146,1996006,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,FUNDO,RURAL,COERCION,DESALOJO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"DE UN GRUPO DE MÁS DE 70 MAPUCHE POSICIONADOS EN LOS TERRENOS QUE SOLICITARON, 41 FUERON DETENIDOS CON EL CARGO DE OCUPANTES ILEGALES POR HABER TOMADO EL FUNDO HUITRANLEBU",NO,SI,NO,NO,NO,8,1996-08-10
31,1991029,LA FECHA NO SE ESPECIFICA,PANGUIPULLI,VALDIVIA,LOS LAGOS,TIERRAS NO ESPECIFICADO,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN GRUPO DE MAPUCHE OCUPÓ 27 HECTAREAS DE TERRENO EN EL SECTOR DE COZ COZ A 6 KILOMETROS DE PANGUIPULLI,SI,NO,NO,NO,NO,10,1991-10-19
4104,2021027,LA FECHA SE ESPECIFICA,ANGOL,MALLECO,ARAUCANIA,FORESTAL,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE CAPITAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"10 ENCAPUCHADOS LLLEGAN A FUNDO EL EDEN, PORTABAN ARMAS DE FUEGO CON LAS CUALES INTIMIDARON A LOS TRABAJADORES QUE SE ENCONTRABAN EN LA FAENA LOS OBLIGARON A DESCENDER DE LAS MAQUINAS LAS CUALES ROCIARON CON ACELERANTE Y POSTERIORMENTE QUEMARAON",SI,NO,NO,NO,NO,1,2021-01-31
2328,2015130,LA FECHA SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,DESCONOCIDOS QUEMARON CAMIONETA DE FORESTAL MININCO QUE ERA CONDUCIDA POR EL TRABAJADOR A QUIEN LE DISPARARON A SU VIVIENDA,SI,NO,NO,NO,NO,9,2015-09-24
202,1998026,LA FECHA SE ESPECIFICA,TRAIGUEN,MALLECO,ARAUCANIA,FORESTAL,RURAL,COERCION,DESALOJO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,CARABINEROS DESALOJO EL FUNDO CHIRILLOS QUE ERA OCUPADO POR MAPUCHE EN PROTESTA POR LA TALA DE ARBOLES DE PARTE DE LA FORESTAL MININCO,SI,NO,NO,NO,NO,12,1998-12-21
3140,2018256,LA FECHA SE ESPECIFICA,CERRO NAVIA,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,NO HAY ACTORES MAPUCHE,NO,NO,ACTOR 1,"UNA DOCENA DE PERSONAS LLEGO HASTA DONDE EL PRESIDENTE REALIZABA LA PRESENTACION DEL PROYECTO PARQUE MAPOCHO RIO, LOS MANIFESTANTES GRITARON  QUE EL PUEBLO ESCUCHE",,,NO,NO,"NO,SI,SI",11,2018-11-25
